"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"read:

https://t.co/OM6piez3I6","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @CTVNews: COVID-19 causing stress, depression and obsessive behaviour: survey https://t.co/mYHH7PnhY9 https://t.co/KJnRoEhIes","en","Canada",-0.7906,0.667,0.333,0,"neg",2020-09-27,NA,"Canada",-1
"Researchers are Training #Dogs to Sniff Out #COVIDー19 With Stunning Accuracy https://t.co/tMlYC2aLvP… https://t.co/uQ4hVNLdQc","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @MerlinofCanada: He Caught COVID-19 Working In Quebec Long-Term Care. Now He’s Awaiting Deportation. @JustinTrudeau this is not right…","en","Canada",0.5574,0,0.635,0.365,"pos",2020-09-27,NA,"Canada",1
"Here are 5 steps you can take to help your business reset after the #COVID19 andemic. 

#CDNBiz #CDNEcon… https://t.co/PtR2nrMRQL","en","Canada",0.4019,0,0.649,0.351,"pos",2020-09-27,NA,"Canada",1
"Canada's 'me first' COVID-19 vaccine strategy may come at the cost of global health https://t.co/tsuSaucZw9","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"Researchers are Training #Dogs to Sniff Out #COVIDー19 With Stunning Accuracy https://t.co/tMlYC2aLvP… https://t.co/sSbYz6xNTN","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @normsworld: If the Ontario Government had funded smaller class sizes, that could have helped Ottawa avoid 1 in 5 schools having a #covi…","en","Ontario, Canada",0.128,0.158,0.647,0.194,"pos",2020-09-27,"Ontario","Canada",1
"RT @CPHO_Canada: Today’s #COVID19 in 🇨🇦 info and updates:

➡️#GOC website on #coronavirus disease: https://t.co/PwqoGtOkNL 
➡️COVID-19 Situ…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"What if all covid‑19 deaths in the United States had happened in your neighborhood? Use this simulation to find out… https://t.co/6JiQWnsVGb","en","Canada",-0.5994,0.328,0.672,0,"neg",2020-09-27,NA,"Canada",-1
"RT @NEWSTALK1010: Three employees at Regulars bar on King St. West in #Toronto have tested positive for #COVIDー19. Toronto Public Health is…","en","Southern Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Southern Ontario","Canada",0
"RT @AM980News: The number of new COVID-19 cases in London and Middlesex has hit double digits once again. #LdnOnt 

https://t.co/9laClmewBQ","en","Canada",0.0772,0,0.86,0.14,"pos",2020-09-27,NA,"Canada",1
"RT @CTVToronto: #BREAKING: Health officials added 491 lab-confirmed cases on Sunday, the highest daily total since May 2 when 511 cases wer…","en","Brampton, Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Brampton","Canada",0
"RT @CTVNews: New research details just how much distancing, mask-wearing and handwashing can reduce an individual's risk of contracting COV…","en","Pleasant Valley, NS, Canada",-0.2732,0.149,0.851,0,"neg",2020-09-27,"Pleasant Valley","Canada",-1
"RT @theresaboyle: Gyms? Bars? Backyards? Why we don't know more about where COVID-19 is spreading in Ontario - National Post https://t.co/a…","en","Toronto, Canada",0,0,1,0,"neu",2020-09-27,"Toronto","Canada",0
"RT @globeandmail: Wasaga Beach temporarily closed to non-residents after hundreds attend car rally despite COVID-19 restrictions https://t.…","en","Ontario, Canada",-0.3818,0.178,0.822,0,"neg",2020-09-27,"Ontario","Canada",-1
"RT @AP_Europe: U.K. authorities are trying to contain COVID-19 outbreaks at universities as some students complained they were being ""impri…","en","British Columbia, Canada",-0.3612,0.238,0.762,0,"neg",2020-09-27,"British Columbia","Canada",-1
"Man when I was a kid, I thought the only thing I would have to worry about as an adult was quicksand and booby trap… https://t.co/HCNIPgwBAz","en","Canada",-0.3182,0.204,0.796,0,"neg",2020-09-27,NA,"Canada",-1
"Calgary hospital outbreak has staff staying vigilant against the COVID-19 fight @CTV_TysonFedor #yyc https://t.co/PtaHmRPFDO","en","Calgary, Alberta, Canada",-0.3818,0.271,0.729,0,"neg",2020-09-27,"Calgary","Canada",-1
"""We cannot maintain blanket border restrictions indefinitely,"" says Dr. Vivek Goel, an expert on the federal COVID-… https://t.co/G16p6vt9pC","en","1 Yonge St., Toronto, Canada",-0.3818,0.191,0.809,0,"neg",2020-09-27,"1 Yonge St.","Canada",-1
"RT @BangPitung_AJW: @BusyDrT Coronavirus: Saudi Arabian child dies after COVID-19 test swab breaks in his nose https://t.co/swbKMu0wDk","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @CP24: Reyna on King has also reported a confirmed case of COVID-19 and has decided to temporarily close as a result.
https://t.co/UtLi7…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @TorontoStar: WestJet passengers on flight from Toronto to St. John urged to get tested for COVID-19 after Newfoundland and Labrador rep…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"1 million is a BIG number of deaths. #covid kills https://t.co/RAOflPkdvW","en","Nova Scotia, Canada",-0.8519,0.723,0.168,0.109,"neg",2020-09-27,"Nova Scotia","Canada",-1
"WestJet passengers on flight from Toronto to St. John urged to get tested for COVID-19 after Newfoundland and Labra… https://t.co/FVR0InrlZt","en","1 Yonge St., Toronto, Canada",0,0,1,0,"neu",2020-09-27,"1 Yonge St.","Canada",0
"RT @globalnews: Through desperate efforts to save their lives, scientists now better understand how to treat and prevent COVID-19 — and mil…","en","Canada",0.836,0,0.414,0.586,"pos",2020-09-27,NA,"Canada",1
"The government's fall COVID-19 response is another reason why we need to re-elect the @bcndp. I shudder to think wh… https://t.co/nxnHxh1D2k","en","British Columbia,Canada",0,0,1,0,"neu",2020-09-27,"British Columbia","Canada",0
"RT @EAffleck: That’s a pretty high correlation btw kids and sore throat / runny nose for #COVID19. And @CDCofBC just removed those symptoms…","en","Canada",-0.3612,0.2,0.8,0,"neg",2020-09-27,NA,"Canada",-1
"Production continues on 'Scream 5' after crew members test positive for COVID-19 https://t.co/er6PTTiwXx","en","Canada",-0.4019,0.278,0.722,0,"neg",2020-09-27,NA,"Canada",-1
"RT @zeyneparsel: Inside Taiwan during COVID-19: How the country kept schools and businesses open throughout pandemic  https://t.co/f0MgxXOK…","en","Concordia U, Montreal, Canada",0,0,1,0,"neu",2020-09-27,"Concordia U","Canada",0
"RT @CTVNews: BREAKING: Quebec reports 896 new cases of COVID-19, its highest total since early May https://t.co/sA2vOqljSb","en","Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Ontario","Canada",0
"RT @Patricia_Ann_E: “Scientists can’t explain puzzling lack of coronavirus outbreaks in Africa.
It’s almost as if they are disappointed tha…","en","Canada",-0.5729,0.37,0.63,0,"neg",2020-09-27,NA,"Canada",-1
"RT @RichardBligdon: @JohnTory ""Cases do not mean infection"" -Your Ontario Doctors.@OnCall4ON 

Covid by design: https://t.co/UZfIU5ECgP

Il…","en","Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Ontario","Canada",0
"Now wait and see if COVID 19 restrictions are in place for an extended period of time, you will see an increase in… https://t.co/2ROAZi4oDp","en","Ottawa, Canada",-0.2263,0.211,0.65,0.138,"neg",2020-09-27,"Ottawa","Canada",-1
"“I’d see all these job openings and think, why aren’t they calling me back?” Then the pandemic hit, “and it became… https://t.co/8h39jLZlzI","en","Ottawa, Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Ottawa","Canada",0
"RT @TheAgenda: Forget the carbon tax: COVID-19 testing is the latest failure of federalism — by @jm_mcgrath #onpoli #cdnpoli https://t.co/S…","en","St. Catharines, ON, Canada",-0.2263,0.213,0.787,0,"neg",2020-09-27,"St. Catharines","Canada",-1
"RT @AmericanIndian8: Appeals court sides with tribes in COVID-19 funding dispute https://t.co/ib15lyFHIm 
#INDIGENOUS #TAIRP 
@indianz http…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @earthprairie: Alberta's new covid-19 cases in children 1-19 years since return to in-person school is the fastest growing segment, incr…","en","British Columbia, Canada",0,0,1,0,"neu",2020-09-27,"British Columbia","Canada",0
"RT @imgrund: SATURDAY, SEPTEMBER 26th: 1️⃣.0️⃣2️⃣ (ONTARIO COVID-19 Rt)

⭐️⭐️Hope this Rt drop is real and not due to testing issues⭐️⭐️

👶…","en","Guelph, Ontario, Canada",0.2023,0.131,0.688,0.181,"pos",2020-09-27,"Guelph","Canada",1
"RT @admireos: Sadly there was no annual epic @CanadianR2R this year but Covid-19 wont stop us from honoring #heroesinlife. Today @OttawaPol…","en","Ontario, Canada",-0.1877,0.228,0.608,0.164,"neg",2020-09-27,"Ontario","Canada",-1
"RT @hgracestewart: History books will one day say that Quebec separated itself, without a vote, not just from Canada but from the world dur…","en","Montreal, Canada",0,0,1,0,"neu",2020-09-27,"Montreal","Canada",0
"Toronto woman possibly exposed to COVID-19 after reporting for jury selection  #law #legal  https://t.co/O1f3TZYPo8","en","Toronto, Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Toronto","Canada",0
"COVID-19 cases continue to surge in Ontario and Quebec
https://t.co/RWI3dnLLHL https://t.co/fepPEIIjX8","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @CTVCalgary: Calgary hospital outbreak has staff staying vigilant against the COVID-19 fight @CTV_TysonFedor #yyc https://t.co/PtaHmRPFDO","en","Alberta, Canada",-0.3818,0.271,0.729,0,"neg",2020-09-27,"Alberta","Canada",-1
"RT @CBCWindsor: Two top doctors at Windsor-Essex hospitals say that overall the region has done a good job of handling the pandemic, but no…","en","Canada",0.5719,0,0.719,0.281,"pos",2020-09-27,NA,"Canada",1
"There are 15 new cases of #COVID19SK to report on September 27, bringing the total to 1,878 reported cases. The new… https://t.co/JvKVQfDzti","en","Saskatchewan, Canada",0,0,1,0,"neu",2020-09-27,"Saskatchewan","Canada",0
"RT @Sflecce: Our focus remains on reducing COVID-19 transmission in our communities &amp; the safety of our schools.

That’s why I assembled a…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @CollignonPeter: Failing the poor – Covid-19 has reversed years of gains in the war on poverty
Because of covid-19, the number of extrem…","en","Fort Frances, Ontario, Canada",-0.7783,0.495,0.283,0.222,"neg",2020-09-27,"Fort Frances","Canada",-1
"Raise your hands if you are ready to see No Time to Die! 🖐Coming to theatres 11/20/2020 🎥 

Tickets to be added:… https://t.co/qHjWz2omGg","en","Oakville, ON, Canada",-0.1779,0.258,0.53,0.212,"neg",2020-09-27,"Oakville","Canada",-1
"Clever solution to the “climate change” problem that also gives a second life to cheap, defective Chinese masks tha… https://t.co/cEM65dwiY2","en","British Columbia, Canada",-0.2732,0.267,0.576,0.157,"neg",2020-09-27,"British Columbia","Canada",-1
"Experts unsure whether Quebec's heath-care system can withstand latest surge of COVID-19 https://t.co/v0ae47AvxQ","en","Montreal, Canada",0.4939,0,0.758,0.242,"pos",2020-09-27,"Montreal","Canada",1
"RT @cityofwinnipeg: Masks are required in all City facilities and vehicles, including @winnipegtransit and Winnipeg Transit Plus. More info…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @TrudeauDrunk: Trudeau announced $220 million towards the COVID-19 Vaccine Global Access Facility to purchase doses for Canadians and $2…","en","Alberta, Canada",0,0,1,0,"neu",2020-09-27,"Alberta","Canada",0
"Florida us NUTS! I can hardly even imagine how many more cases and deaths are coming! Will kit help Trimp's vote. U… https://t.co/vxDshJ5wnX","en","Alberta, Canada",-0.296,0.222,0.625,0.153,"neg",2020-09-27,"Alberta","Canada",-1
"RT @SOSAlberta: ⚠️ 149: Oliver School #YEG - one case

❗️Lillian Osborne High #YEG: Upgrade to outbreak (2 cases in 14d)

📚#ABEd COVID-19 T…","en","Edmonton, Alberta, Canada",0,0,1,0,"neu",2020-09-27,"Edmonton","Canada",0
"Wallaby Organic Introduces Walla-Be an Aussie Program to Support Australian-Inspired Restaurants and Chefs Across t… https://t.co/5gqboijn9o","en","Toronto, Ontario, Canada",0.4019,0,0.803,0.197,"pos",2020-09-27,"Toronto","Canada",1
"RT @caitlyngowriluk: Roughly 83 per cent of Manitoba's active COVID-19 cases are now in Winnipeg, where mandatory masks in indoor public sp…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"12 more cases of COVID-19 identified at Calgary's Foothills Medical Centre @CTV_TysonFedor #yyc https://t.co/T65iobXUS2","en","Calgary, Alberta, Canada",0,0,1,0,"neu",2020-09-27,"Calgary","Canada",0
"RT @TaylorBraat_: BREAKING- 5 more patients &amp; 7 more staff have contracted COVID-19 in relation to Foothills Hospital outbreak. Now 25 tota…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"RT @UN_Water: Investing in water, sanitation, and hygiene (WASH) is a no- regret policy for developing countries in the fight against #COVI…","en","Ottawa, Ontario, Canada",-0.6597,0.403,0.597,0,"neg",2020-09-27,"Ottawa","Canada",-1
"RT @CTVCalgary: 12 more cases of COVID-19 identified at Calgary's Foothills Medical Centre @CTV_TysonFedor #yyc https://t.co/T65iobXUS2","en","Alberta, Canada",0,0,1,0,"neu",2020-09-27,"Alberta","Canada",0
"RT @_CMHospital: Did you know that the Cambridge Memorial Hospital #covid_19 assessment Centre has doubled the number of testing appointmen…","en","Ontario, Canada",0.0772,0,0.874,0.126,"pos",2020-09-27,"Ontario","Canada",1
"RT @adriandix: COVID-19 This Fall: How We’ve Prepared  via @TheTyee https://t.co/NmoN7IbsbU","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"COVID-19 NUMBERS: 58 new cases in Ottawa, some Elgin Street restaurants close https://t.co/kA4NaZrfkl https://t.co/v14Wb4xPb0","en","Ottawa, Canada",0.0772,0,0.86,0.14,"pos",2020-09-27,"Ottawa","Canada",1
"Canada is going to need a very large air cargo effort to transport the Covid 19 vaccine when its approved...will we… https://t.co/p6wBjc3mf3","en","Ontario, Canada",0,0,1,0,"neu",2020-09-27,"Ontario","Canada",0
"RT @TeriMooring: “[The teacher] was really surprised that she hadn’t been contacted by the health authority, considering that this happened…","en","Canada",0,0,1,0,"neu",2020-09-27,NA,"Canada",0
"The online Dashboard has been updated to incorporate the 13 zones with comprehensive statistical information for… https://t.co/POJnE85i4v","en","Saskatchewan, Canada",0,0,1,0,"neu",2020-09-27,"Saskatchewan","Canada",0
"Of the 1,878 reported cases, 144 are considered active.  A total of 1,710 people have recovered.

Seven people are… https://t.co/GpIofuoLSR","en","Saskatchewan, Canada",0,0,1,0,"neu",2020-09-27,"Saskatchewan","Canada",0
"RT @CPHO_Canada: 2/2 The quickest and safest way for 🇨🇦 to get back on the #SlowBurn is for us all to for us to take every measure during e…","en","Canada",0.4019,0,0.722,0.278,"pos",2020-09-27,NA,"Canada",1
"United States

4% of World Population/ 23% of World COVID-19 Deaths

920 dead in 24hrs

Coronavirus Cases:7,317,189
Deaths:209,422","en","Canada",-0.9201,0.573,0.427,0,"neg",2020-09-27,NA,"Canada",-1
"@CTVNews Well it is going to get worse. After the large covid-19  Rally. 
I have been To Florida many times. I feel… https://t.co/IPbVeegVJH","en","Canada",0.2732,0,0.826,0.174,"pos",2020-09-27,NA,"Canada",1
"Can Canada's border be reopened safely in a COVID-19 world? Here are some of the options experts are looking at https://t.co/fvUZ0UlYRj","en","Windsor, Ontario, Canada",0.4404,0,0.734,0.266,"pos",2020-09-28,"Windsor","Canada",1
"RT @ambermac: I am proud to wear a mask 😷 &amp; I believe the science behind wearing a mask.

I trust the 🇨🇦 COVID Alert App &amp; I use it on my p…","en","Toronto, Ontario, Canada",0.8225,0,0.538,0.462,"pos",2020-09-28,"Toronto","Canada",1
"Speaking of mixed-messages, Ontario is no better.

My kids' school  revealed a COVID case last night.  According to… https://t.co/bLHziAEs0Q","en","Toronto, Canada",0.4404,0,0.805,0.195,"pos",2020-09-28,"Toronto","Canada",1
"“Efforts to elevate national interests over collective global health result in slower progress and limited global c… https://t.co/QuZBlBIDWs","en","Halifax, Canada",0.7003,0,0.633,0.367,"pos",2020-09-28,"Halifax","Canada",1
"RT @HouseofRepsPH: Suansing: There is a contraction of negative 4.5 to 6.6 percent due to impact of COVID-19 pandemic on tourism, trade, an…","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"WTF!
Some scientists taking 'DIY inoculations' instead of waiting for COVID-19 vaccine https://t.co/e5HXIOFnfu","en","Canada",-0.5859,0.322,0.678,0,"neg",2020-09-28,NA,"Canada",-1
"RT @Gov_NB: COVID-19 update: There are no new cases today. There are 7 active cases. Details on cases and testing can be found on the GNB w…","en","New Brunswick, Canada",0,0,1,0,"neu",2020-09-28,"New Brunswick","Canada",0
"RT @680NEWS: After six months, casinos in Ontario are set to reopen this morning at 10 o'clock.
https://t.co/jDHacaAhni","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @KateMarieGraham: Today is the 200th day of the #COVID pandemic. 

How have our #cities fared? 

New report coming out tomorrow morning…","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @sarrahh011: 700 cases of COVID in Ontario.  Highest daily total ever since pandemic started.  Doug Ford opening casinos today. 🤣🤣🤣🤣 Inc…","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"The COVID-19 pandemic is changing how students cheat – and get caught https://t.co/iV8nb53c8O via @NatObserver #education #EdTech #COVID19","en","Medicine Hat, Alberta, Canada",-0.4588,0.3,0.7,0,"neg",2020-09-28,"Medicine Hat","Canada",-1
"A great article on why Africa is doing better than other countries regarding covid-19 https://t.co/62aT7aKI4O","en","Calgary, Canada",0.7906,0,0.417,0.583,"pos",2020-09-28,"Calgary","Canada",1
"700 #covidontario cases today 😭 the backlog
https://t.co/E0XrhYWZzD","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"Ontario reports a record 700 new cases of COVID-19 with nearly half of them in Toronto https://t.co/6IgT2QPpsm","en","Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Ontario","Canada",0
"700 cases - Massive spike in COVID-19 cases in Ontario today. Backlog of tests yet to be processed  is 49,000.  Why… https://t.co/fwvLEYtBvL","en","Toronto, Canada",0,0,1,0,"neu",2020-09-28,"Toronto","Canada",0
"RT @jonmontpetit: I placed the radio station -- which promotes a populist conservative libertarianism -- in the context of the anti-mask mo…","en","Canada",-0.1027,0.174,0.682,0.144,"neg",2020-09-28,NA,"Canada",-1
"RT @CBCToronto: Based on how quickly Ontario's infection rate has been rising in recent weeks, the model projects the province is on track…","en","Thunder Bay, Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Thunder Bay","Canada",0
"@jess_207 But some people may have exemptions, as listed on TTC's web site to wearing a mask:… https://t.co/WJW1FOPIky","en","Ottawa, Ontario, Canada",0.1027,0,0.851,0.149,"pos",2020-09-28,"Ottawa","Canada",1
"https://t.co/TLVe0Hg7DR: Ontario Launches Recovery Program for Northern Businesses Impacted by COVID-19 [… https://t.co/Ofc6LIRTrX","en","Thunder Bay, Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Thunder Bay","Canada",0
"RT @CTVToronto: NEW: Another 36 cases of COVID-19 have been reported in Ontario schools.

Thus far, 224 schools across the province have re…","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"We jumped in Ontario, from a steadily rising number of Covid-19 cases to 491 yesterday.  Now we just hit 700 and we… https://t.co/N1EpaeMDOe","en","Canada",0.0772,0,0.86,0.14,"pos",2020-09-28,NA,"Canada",1
"RT @lafondles: They've had literal decades to do this.  It's not COVID-19 that's delaying this.","en","Canada",-0.3182,0.434,0.566,0,"neg",2020-09-28,NA,"Canada",-1
"RT @CBCQueensPark: BREAKING: 700 new cases of #COVID19 reported in Ontario today, a single-day record. (Modelling has forecast the province…","en","Mississauga, Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Mississauga","Canada",0
"RT @quintenews: No new cases of COVID-19 locally, but close to 700 reported across Ontario https://t.co/LCFl3hNngQ","en","Wolfe Island Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Wolfe Island Ontario","Canada",0
"RT @clerysboy: COVID-19 vaccine needed to inject 'normal' back into our lives: Dr. Yaffe | Toronto Sun we need a list of everything that is…","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"Fredericton shootings trial delayed after lawyer shows COVID-19 symptoms https://t.co/cnYcvRnWPB","en","Canada",-0.5719,0.439,0.561,0,"neg",2020-09-28,NA,"Canada",-1
"RT @DanMCalgary: COVID 19
The Entire Thing is BullShit !","en","Canada",-0.5859,0.559,0.441,0,"neg",2020-09-28,NA,"Canada",-1
"Veteran banker &amp; Digital Financial Associate Robert Frederick shares insights on how COVID-19 has set the stage for… https://t.co/urNiLzO9sS","en","Toronto, Canada",0.296,0,0.833,0.167,"pos",2020-09-28,"Toronto","Canada",1
"Ultimate Proof: Covid-19 Was Planned to Usher in the New World Order https://t.co/Qyd4Lcxadb","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @PassionateFriar: Colour me confused, but how is the current outbreak going to peak when absolutely nothing has changed? The malls are p…","en","Ottawa, Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Ottawa","Canada",0
"RT @d1Vinman: Losers &amp; suckers

COVID-19 is gonna go away in April

My healthcare plan will be out in 2 weeks

Grab em by the pussy

&amp; Mexi…","en","Ottawa, Canada",-0.7783,0.343,0.657,0,"neg",2020-09-28,"Ottawa","Canada",-1
"RT @LFPress: Dozens facing possible sanctions at @WesternU  for dorm partying amid COVID-19 https://t.co/URofiHy6M1 #ldnont #coronavirus ht…","en","London, Ontario, Canada",0,0,1,0,"neu",2020-09-28,"London","Canada",0
"RT @fitz_meagan: BREAKING: Premier Ford says Ontario is officially in second wave of COVID-19--and that it will be worse than Wave 1","en","Ontario, Canada",0,0,1,0,"neu",2020-09-28,"Ontario","Canada",0
". @FoodDepotA continues to help New Brunswickers in need as it celebrates its 15th anniversary, having overcome cha… https://t.co/JJQo8x0gVm","en","New Brunswick, Canada",0.4019,0,0.769,0.231,"pos",2020-09-28,"New Brunswick","Canada",1
"@medburnbook I thought ID=Know Nothing referred to the current state of ""Everyone knows more about COVID-19 than ID… https://t.co/y1fQg0nsXD","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @MikeSmythNews: Quick listener poll: The Liberals have promised to eliminate the PST in year one of a COVID-19 relief plan and reduce it…","en","British Columbia, Canada",0.4767,0,0.795,0.205,"pos",2020-09-28,"British Columbia","Canada",1
"RT @DennisKendel: Yorkton, Sask., Chamber of Commerce president under fire for masking, COVID-19 views | CBC News https://t.co/BgsOCDSEvf @…","en","Canada",-0.34,0.194,0.806,0,"neg",2020-09-28,NA,"Canada",-1
"RT @katecallen: Exactly 2 months ago Toronto reported a single new case of COVID-19. Today Toronto reported 344, according to the Health Mi…","en","Toronto, Canada",0,0,1,0,"neu",2020-09-28,"Toronto","Canada",0
"RT @CrasTalk: Sept 28 Ontario COVID-19 Update: https://t.co/crruSufp1w","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"@KathrynMathias1 @fstenson He also defended FIPA, Harper's deal which gave away some of our sovereignty to China.… https://t.co/HThMKnrmd6","en","Toronto, Canada",0,0,1,0,"neu",2020-09-28,"Toronto","Canada",0
"RT @CNNPolitics: Here's how the first presidential debate is adapting to Covid-19 https://t.co/C9gNSmZKD0","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @HaveWeAllGoneM1: Sickness benefit will give $1,000 for Canadians to miss work even if they don't have COVID-19

There are so many thing…","en","Canada",-0.2263,0.329,0.47,0.201,"neg",2020-09-28,NA,"Canada",-1
"@euph312 @bkives Here https://t.co/Ua2l2ByaNI","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"RT @globeandmail: More than 150 newsrooms from around the world will come together today to mark #WorldNewsDay, including journalists from…","en","Alberta, Canada",0,0,1,0,"neu",2020-09-28,"Alberta","Canada",0
"RT @QCHOttawa: The West COVID-19 Care Clinic is currently at capacity for the day. Thank you for your continued patience. https://t.co/IoGD…","en","Canada",0.6908,0,0.584,0.416,"pos",2020-09-28,NA,"Canada",1
"Question #4: Given what we have experienced and learned during COVID-19, what are 1 or 2 things you recommend we ca… https://t.co/lFpNxMvJPt","en","Ottawa, Canada",0.3612,0,0.737,0.263,"pos",2020-09-28,"Ottawa","Canada",1
"World Bank Document Lists COVID-19 Program Ending in March 2025 via @nationalfile https://t.co/mGVDizVz5P","en","Canada",0,0,1,0,"neu",2020-09-28,NA,"Canada",0
"Bitcoin Miner Maker Ebang Narrows First Half Loss To $7 Million, as #Covid19 Hit Demand - #ASICChips #BitcoinMiners… https://t.co/c2eRCMVk6F","en","Bathurst, New Brunswick, Canada",-0.4215,0.297,0.703,0,"neg",2020-09-29,"Bathurst","Canada",-1
"RT @AndrewSmithNews: #BREAKING: More than 1 million COVID-19 deaths have been reported worldwide, according to Johns Hopkins University dat…","en","Ontario, Canada",-0.5994,0.302,0.698,0,"neg",2020-09-29,"Ontario","Canada",-1
"As mandated in many jurisdictions around the world, I'm wearing a loose fitting #mask made out of...ordinary cloth.… https://t.co/Rb2pOypJAM","en","Calgary, Alberta, Canada",0.3612,0,0.8,0.2,"pos",2020-09-29,"Calgary","Canada",1
"RT @ugdsb: DYK that keeping COVID-19 at manageable levels depends on all of us? Make sure that you continue practicing safety measures at s…","en","Primrose, Ontario, Canada",0.3182,0,0.827,0.173,"pos",2020-09-29,"Primrose","Canada",1
"RT @LCBONEWS: Statement on @LCBO employees testing positive for COVID-19: https://t.co/G225fe5dM1 https://t.co/qQjpCUeWfQ","en","Canada",0,0,1,0,"neu",2020-09-29,NA,"Canada",0
"RT @CTVNews: Liberals declare confidence vote on new COVID-19 benefits https://t.co/xSP56vP4Pt","en","Canada",0.4588,0,0.667,0.333,"pos",2020-09-29,NA,"Canada",1
"RT @calgaryherald: Trudeau pledges additional $400 million in humanitarian aid to fight COVID-19 https://t.co/9ZNi4FpSz6","en","Manitoba, Canada",-0.3818,0.271,0.729,0,"neg",2020-09-29,"Manitoba","Canada",-1
"RT @sunlorrie: Silly grandstanding by Trudeau &amp; Co. Liberals already know they have backing of NDP and thus enough votes to pass the bill:…","en","ON, Canada",0,0,1,0,"neu",2020-09-29,"ON","Canada",0
"Gujarati poster for the pop-up COVID-19 community testing this Saturday Oct 3rd. Please share!

#covid19… https://t.co/ac9iTRVUFV","en","Toronto, ON, Canada",0.296,0,0.82,0.18,"pos",2020-09-29,"Toronto","Canada",1
"RT @LGLHealthUnit: There are no longer any appointments available for tomorrow’s pop up COVID-19 testing centre in Carleton Place. Due to c…","en","Ontario, Canada",0,0,1,0,"neu",2020-09-29,"Ontario","Canada",0
"RT @CongressmanRaja: Since President Trump claims he can force the FDA to approve a vaccine and ignore its own safety rules, I'm asking him…","en","Canada",0,0,1,0,"neu",2020-09-29,NA,"Canada",0
"RT @realreporter: #bcpoli CDC of BC continues to relegate the importance of masks. In their latest guidance for schools it's still degraded…","en","Vancouver, Canada",0,0,1,0,"neu",2020-09-29,"Vancouver","Canada",0
"@maryindriftwood @JustinTrudeau @adriandix @DrBonnieHenry @PattyHajdu @CPHO_Canada @JennyKwanBC @GeorgeHeyman… https://t.co/36UEj0ba6D","en","Vancouver, Canada",0,0,1,0,"neu",2020-09-29,"Vancouver","Canada",0
"RT @trapdinawrpool: Damn.... not again! The Ford government must be held accountable, they've done nothing to prepare for the predicted res…","en","Toronto, Ontario, Canada",-0.4019,0.213,0.787,0,"neg",2020-09-29,"Toronto","Canada",-1
"RT @realreporter: #bcpoli As expected from parental posts, Rockridge Secondary school in West Vancouver and VCH have notified parents about…","en","Vancouver, Canada",0,0,1,0,"neu",2020-09-29,"Vancouver","Canada",0
