"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @kingstonist: “Families that may not go door-to-door this year due to COVID-19 can create a display in their yard, and then go driveway-…","en","Ontario, Canada",0,0,1,0,"neu",2020-10-13,"Ontario","Canada",0
"Online booking is available for COVID-19 testing at https://t.co/NYio07DK48. If you do not have access to book onli… https://t.co/tDdbwBY9te","en","Hamilton, Ontario, Canada",0,0,1,0,"neu",2020-10-14,"Hamilton","Canada",0
"RT @serenevistas: Isolation, Loneliness, and COVID-19 https://t.co/o0dvfeF4es via @angusreidorg 

""The unprecedented drop in community acti…","en","Canada",-0.2732,0.231,0.769,0,"neg",2020-10-14,NA,"Canada",-1
"RT @ChrisWForbes: The health and well-being of @AAFC_Canada employees is a priority for me, whether they are working from home or on the wo…","en","Canada",0.2732,0,0.769,0.231,"pos",2020-10-14,NA,"Canada",1
"@nattyover As with other disaster, covid-19 enhances social inequality... 😢","en","Ontario, Canada",0,0,1,0,"neu",2020-10-15,"Ontario","Canada",0
"RT @ausculsciences: Medical technology companies in #Canada are undertaking tremendous efforts to support Canadians during the COVID-19 pan…","en","Toronto, Ontario, Canada",0.4019,0,0.769,0.231,"pos",2020-10-15,"Toronto","Canada",1
"RT @robertbenzie: NEW: @InfoFAO warns Premier Doug Ford may have to increase taxes because of #COVID19. 
#onpoli 

https://t.co/hbhkZuNxX8","en","Canada",-0.1027,0.167,0.833,0,"neg",2020-10-15,NA,"Canada",-1
"RT @newedist: ‘(Food insecurity) infects my life. I want to say affects, but it's both.’ Thank you, @itsnicolamoore and @njsaul of @aplacef…","en","Toronto, Ontario, Canada",0.4215,0,0.612,0.388,"pos",2020-10-16,"Toronto","Canada",1
"“Whoever is generous to the poor lends to the Lord, and he will repay him for his deed.” Proverbs 19:17
https://t.co/gV398l6RWY","en","Canada",-0.4767,0.307,0.693,0,"neg",2020-10-16,NA,"Canada",-1
"RT @VisitYDH: “The owners, managers and staff at the many attractions, accommodations, restaurants, festivals, etc., in YDH are passionate,…","en","Ontario, Canada",0.6705,0,0.621,0.379,"pos",2020-10-16,"Ontario","Canada",1
"Peak Amazon sales periods like Prime Day cause worker injuries to spike.

My piece on the need to think more critic… https://t.co/Z6ZyBM7RO4","en","St. John’s, Canada",0.2732,0.115,0.656,0.23,"pos",2020-10-17,"St. John’s","Canada",1
"RT @WDWNT: Rapid COVID-19 Testing Could Allow UK to USA Travel With Shorter Quarantines Before Holidays

https://t.co/so2zPWtMqM https://t.…","en","Canada",0.5574,0,0.662,0.338,"pos",2020-10-17,NA,"Canada",1
"Today’s #COVID19 in 🇨🇦 info and updates:

➡️#GOC website on #coronavirus disease: https://t.co/YfHW7Ajlkc 
➡️COVID-… https://t.co/4csM3PMs1s","en","Canada",0,0,1,0,"neu",2020-10-17,NA,"Canada",0
"“More Contact Tracers”
@DrIanWeissman 
#COVID19 #coronavirus https://t.co/cqIzwJTpFN","en","Vancouver, Canada",0,0,1,0,"neu",2020-10-18,"Vancouver","Canada",0
"Covid 19 said - https://t.co/BDa4WhqJTZ","en","Ontario, Canada",0,0,1,0,"neu",2020-10-18,"Ontario","Canada",0
"RT @TorontoStar: Should Canada buy this American community? Cut off by COVID-19, some in Point Roberts say it’s time for a change https://t…","en","Guelph, Ontario, Canada",-0.2732,0.174,0.826,0,"neg",2020-10-18,"Guelph","Canada",-1
"RT @AnthonyDaleOHA: One final personal note for this week. I can’t recall being as disappointed in an elected official as when I learned ab…","en","Canada",-0.4019,0.213,0.787,0,"neg",2020-10-19,NA,"Canada",-1
"What can the G20 do to protect citizens from increasing #cybersecurity threats in a COVID-19 world? @bhushansethi1,… https://t.co/lmWgJEy5Ai","en","Toronto, Ontario, Canada",-0.2023,0.34,0.4,0.26,"neg",2020-10-19,"Toronto","Canada",-1
"RT @BryanDawsonUSA: Day 232, 10/17 stats

🔔224,730 #COVID19 deaths
🔔220,236 Population, Baton Rouge, LA

8,387,799 #coronavirus cases
Case…","en","Canada",-0.5994,0.328,0.672,0,"neg",2020-10-19,NA,"Canada",-1
"RT @UNDP: People are falling into extreme poverty at levels not seen since 1990. 
Eight in every ten people who become the ""new poor"" are i…","en","Winnipeg, Manitoba, Canada",-0.4767,0.193,0.807,0,"neg",2020-10-20,"Winnipeg","Canada",-1
"COVID-19 outbreak declared at school in East St. Paul https://t.co/btXaXdKk1b https://t.co/naBsTNIhdu","en","Winnipeg, Manitoba, Canada",0,0,1,0,"neu",2020-10-20,"Winnipeg","Canada",0
"I just saw IATA claims that only 44 COVID-19 infections were demonstrated on aircraft. - Click to see also ☛  https://t.co/dSGMAlBSle","en","Ottawa, Canada",0,0,1,0,"neu",2020-10-20,"Ottawa","Canada",0
"6-Ft Rule Doesn't Stop COVID-19 Spread Indoors: MIT Study. ⁦@StrangRobert⁩ ⁦@IainTRankin⁩ ⁦@LisaBarrettID⁩ ⁦… https://t.co/LrkaPd6Vsk","en","Nova Scotia, Canada",-0.296,0.239,0.761,0,"neg",2021-04-26,"Nova Scotia","Canada",-1
"RT @CBCNB: N.B. COVID-19 roundup: UNB Fredericton returns to essential services for 72 hours: https://t.co/ghmPtBkaw1 https://t.co/842sf9wX…","en","Canada",0,0,1,0,"neu",2021-04-26,NA,"Canada",0
"RT @jee_mathew: Read my LTE on #VaccineEquity via @InsideHalton #Canada4Results @ResultsCda #PeoplesVaccine #StopTheDeadlyDivide  https://t…","en","Ontario, Canada",0,0,1,0,"neu",2021-04-26,"Ontario","Canada",0
"RT @DarjeelingVoice: Prime Minister Narendra Modi take moral responsibility for the loss of thousands of lives during the COVID-19 pandemic…","en","Canada",-0.3182,0.173,0.827,0,"neg",2021-04-27,NA,"Canada",-1
"RT @caryn_lieberman: #NEW Child care workers in licensed child care settings in Ontario eligible to book their COVID-19 vaccination as of T…","en","Canada",0.7506,0,0.61,0.39,"pos",2021-04-27,NA,"Canada",1
"RT @NPR: The Navajo Nation has vaccinated more than half of its adult population against COVID-19 — outpacing the U.S. national rate.

As o…","en","Canada",0,0,1,0,"neu",2021-04-27,NA,"Canada",0
"30 years ago was the 1st National Day of Mourning in 🇨🇦, to remember those who lost their lives or suffered injury… https://t.co/CaEWtRoB66","en","Canada",-0.8225,0.518,0.482,0,"neg",2021-04-28,NA,"Canada",-1
"Air Charter Services Market | COVID-19 Impact Analysis in Q1 2021 https://t.co/3IoyMC3gQv","en","US, UK, India, China, Canada",0,0,1,0,"neu",2021-04-28,"US","Canada",0
"I don't think this could lie? Worrisome viral load in FH at Annacis! https://t.co/KlOMa06lJL","en","British Columbia, Canada",0,0,1,0,"neu",2021-04-28,"British Columbia","Canada",0
"RT @DrJacobsRad: With 201,000 #COVID19 deaths and a population of 1,391,123,637 India's death rate is 0.014%.

With 24,106 #COVID19 deaths…","en","Canada",-0.9136,0.796,0.204,0,"neg",2021-04-29,NA,"Canada",-1
"@rajhans1169 Blame game over India's Covid-19 handling leaves Modi government unscathed https://t.co/375hz2lxpl","en","Mississauga, Ontario, Canada",-0.34,0.231,0.769,0,"neg",2021-04-29,"Mississauga","Canada",-1
"RT @JoshMatlow: So, if a person is sick (let’s say with a transmissible virus like COVID-19), they’re now allowed 3 days paid leave. What i…","en","Ontario, Canada",0.0258,0.198,0.539,0.263,"pos",2021-04-29,"Ontario","Canada",1
"RT @JohnTory: All residents age 55 and older are now eligible to book appointments at our City-run vaccination clinics.

Book here:
💻https:…","en","Canada",0,0,1,0,"neu",2021-04-30,NA,"Canada",0
"RT @CTVAtlantic: Premier Iain Rankin and Dr. Robert Strang, Nova Scotia's chief medical officer of health, are scheduled to provide a live…","en","Canada",0,0,1,0,"neu",2021-04-30,NA,"Canada",0
"Canada's oil sands region becomes country's #COVID19 hotspot https://t.co/kVXLI53R2q #cdnpoli #energy","en","Ottawa, Canada",0,0,1,0,"neu",2021-04-30,"Ottawa","Canada",0
"RT @EdTubb: As of 7 pm Fri., Ontario's 34 health units are reporting another 3,767 confirmed or probable COVID-19 cases, and 27 deaths.

Th…","en","Canada",-0.5994,0.245,0.755,0,"neg",2021-05-01,NA,"Canada",-1
"RT @bmj_latest: ""Simple community mask wearing helped keep my family virus-free until my husband was admitted to hospital with a broken fem…","en","Alberta, Canada",0.5719,0.148,0.478,0.373,"pos",2021-05-01,"Alberta","Canada",1
"COVID-19 ONTARIO UPDATE: As of 10:30am Saturday, Public Health Ontario reported another 3,369** cases of COVID-19,… https://t.co/dgSBRCJlAI","en","Eastern Ontario, Canada",0,0,1,0,"neu",2021-05-01,"Eastern Ontario","Canada",0
"RT @BogochIsaac: The World Health Organization just updated #COVID19 transmission info, discussing that the infection is mainly transmitted…","en","Toronto, Canada",0,0,1,0,"neu",2021-05-03,"Toronto","Canada",0
"Cape Bretoners are coming out by the hundreds to get tested for COVID-19, as the region sees record active case num… https://t.co/7WYIFhvbS0","en","Maritime Provinces, Canada",0,0,1,0,"neu",2021-05-03,"Maritime Provinces","Canada",0
"@GraingerCanada Grainger Canada. Canada's largest distributor of maintenance, repair and operational supplies is re… https://t.co/fqYUzFLI1o","en","Campbellford, Ontario, Canada",0,0,1,0,"neu",2021-05-03,"Campbellford","Canada",0
"RT @CTVToronto: A Brampton, Ont. family mourning the death of a 39-year-old father who tested positive for COVID-19 is questioning if an X-…","en","Canada",-0.7717,0.401,0.599,0,"neg",2021-05-04,NA,"Canada",-1
"Nova Scotia is reporting 146 new cases of COVID-19 on Monday, as the province works through its testing backlog.​  https://t.co/9tRkw5RmPy","en","Maritime Provinces, Canada",0,0,1,0,"neu",2021-05-04,"Maritime Provinces","Canada",0
"RT @CTVLethbridge: Mitch Ball, beloved in the Lethbridge sports community, died in hospital after spending two weeks on a ventilator after…","en","Alberta, Canada",-0.5994,0.262,0.738,0,"neg",2021-05-04,"Alberta","Canada",-1
"Kingston city council calls out Hillier's COVID-19 campaign https://t.co/15h2I8k0M0","en","Canada",0,0,1,0,"neu",2021-05-05,NA,"Canada",0
"RT @CBCNews: Albertans aged 50 to 59 with COVID-19 are still 350 times more likely to die from that infection than to experience this rare…","en","Toronto, Canada",-0.34,0.271,0.556,0.174,"neg",2021-05-05,"Toronto","Canada",-1
"Team Japan plays Team Germany at 11:00 AM EST. 
#WWCC2021 #TheresGoldline
*Reminder there is no broadcast due to cr… https://t.co/wz5JItvBRT","en","Canada",0.34,0,0.789,0.211,"pos",2021-05-05,NA,"Canada",1
"RT @Greg_Tolan: In a gesture of solidarity with kids who don't get Covid-19 or spread it but still have to wear masks, I have decided to we…","en","Canada",0,0,1,0,"neu",2021-05-07,NA,"Canada",0
"RT @NewshubNZ: Conspiracy theorists falsely claim COVID-19 vaccine is infectious through 'shedding' https://t.co/0bKfK17amk","en","Canada",0,0,1,0,"neu",2021-05-07,NA,"Canada",0
"@tingleyadt Your frustration is valid. Stay Strong, and our website contains valuable resources and information rel… https://t.co/kKVnPBJLZa","en","Canada",0.5106,0,0.732,0.268,"pos",2021-05-07,NA,"Canada",1
"RT @GovCanHealth: Testing and screening provide important layers of protection against #COVID19. The #GoC is providing rapid antigen tests…","en","Toronto, Ontario, Canada",0.3818,0,0.776,0.224,"pos",2021-05-08,"Toronto","Canada",1
"A patent waiver will take months through the WTO. The uncertainty will cause havoc to their stock prices. But, by b… https://t.co/zagZKtkarH","en","Ivey Business School, Canada",-0.5994,0.302,0.698,0,"neg",2021-05-08,"Ivey Business School","Canada",-1
"RT @frank_seravalli: The #NHL has relaxed its COVID-19 protocol for playoff teams that will allow for greater freedoms with regards to mask…","en","Toronto, Canada",0.8885,0,0.343,0.657,"pos",2021-05-08,"Toronto","Canada",1
"RT @ericcoliu: @lisamanus 187th Entry, #Coronavirus #Poetry Diary https://t.co/zt2SdgtiBw

in her eyes
the thousand-yard stare ...
once a m…","en","Canada",0,0,1,0,"neu",2021-05-09,NA,"Canada",0
"Covid-19 Restriction Guidance Could Ease as More Americans Get Vaccinated - WSJ https://t.co/MyPhpV3MOD","en","Montreal, QC, Canada",-0.3818,0.245,0.755,0,"neg",2021-05-09,"Montreal","Canada",-1
"RT @ruthmkb: To those who constantly complain about 🇨🇦's #VaccineProcurement effort, TAKE NOTES!👉""Some countries have no COVID-19 jabs at a…","en","Canada",-0.3612,0.263,0.737,0,"neg",2021-05-09,NA,"Canada",-1
"RT @andrewbostom: Healthy 17yo Utah HS basketball player hospitalized in ICU after developing 3 cerebral thromboses ~10 days after receivin…","en","British Columbia, Canada",0,0,1,0,"neu",2021-05-10,"British Columbia","Canada",0
"RT @Neurophysik: This is absolutely against the protocol anywhere in the world . Dangerous and misleading!
Goa, who is your scientific advi…","en","Montreal, Canada",-0.5267,0.298,0.702,0,"neg",2021-05-10,"Montreal","Canada",-1
"RT @CBCAlerts: More @cbcnews All residents in Quebec's long-term care homes have received a second dose of COVID-19 vaccine. https://t.co/K…","en","British Columbia, Canada",0.4939,0,0.758,0.242,"pos",2021-05-10,"British Columbia","Canada",1
"Ontario will no longer give AstraZeneca COVID-19 vaccine as 1st dose due to blood clot risk. ⁦@JustinTrudeau⁩ ⁦… https://t.co/ah3FSkjZ60","en","Ontario, Canada",-0.2732,0.16,0.84,0,"neg",2021-05-11,"Ontario","Canada",-1
"RT @KashPrime: Handy guide on how to prevent spread of Covid-19 in your home or workplace, inspired by the editorial by @DFisman and @Brook…","en","Toronto, Canada",0.0258,0,0.879,0.121,"pos",2021-05-11,"Toronto","Canada",1
"🍃🐺
Will #Alberta finally think ahead for #Albertans?

I'm sick of being isolated, first by an employer which then o… https://t.co/ryyYAEb5QI","en","Canada",-0.5106,0.355,0.645,0,"neg",2021-05-11,NA,"Canada",-1
"RT @BigJMcC: @Cynibun72 @Alberta_UCP @dtloewen .@garymasonglobe There is little question that his handling of the pandemic has resided some…","en","Alberta, Canada",0,0,1,0,"neu",2021-05-13,"Alberta","Canada",0
"Canada Revenue Agency - focuses on auditing Canadian small businesses and job creators(those who cannot lawyer-up)… https://t.co/iCgthbv3Yk","en","Edmonton, Alberta, Canada",0,0,1,0,"neu",2021-05-13,"Edmonton","Canada",0
"RT @winter_canada: Yet another Doug Ford Clusterfuck!!!

Audit finds Ontario failed to track $4.4B in COVID-19 pandemic relief spending htt…","en","Ontario, Canada",-0.1027,0.179,0.663,0.158,"neg",2021-05-13,"Ontario","Canada",-1
"@CBCAlerts @DestinationCAN @VIA_Rail IMHO #Canada 🍁 has missed #ElderHostel  #YouthHostel #Backpackers 👣… https://t.co/BzdyvQdxoX","en","Canada",-0.1531,0.615,0.385,0,"neg",2021-05-14,NA,"Canada",-1
"Do we really in need of COVID-19 booster shots? Moderna &amp; Pfizer | Coron... https://t.co/B12jcph6T6 via @YouTube","en","Killaloe, Ontario,Canada",0,0,1,0,"neu",2021-05-14,"Killaloe","Canada",0
"Two Tim Hortons in my area are closed today due to a health issue (which probably means COVID-19). A lot of people… https://t.co/dQ0ojEWUmF","en","Hepworth, Ontario, Canada",0,0,1,0,"neu",2021-05-14,"Hepworth","Canada",0
"COVID-19: Nuxalk First Nation calls recreational angling closure in territory https://t.co/UUFKlsaZYu","en","Ontario, Canada",0,0,1,0,"neu",2021-05-15,"Ontario","Canada",0
"@FlowState9 @godless_mom Here's the numbers. 87 million vaccinated, of those 77 died of Covid_19 due to rare breakt… https://t.co/J5z15ZyWxx","en","Canada",-0.5574,0.348,0.536,0.116,"neg",2021-05-15,NA,"Canada",-1
"RT @CJAD800: Quebec reports 760 more COVID-19 cases in 24 hours, over 100,000 vaccinations administered https://t.co/zcn4cimRNq","en","Montreal,Quebec,Canada",0,0,1,0,"neu",2021-05-15,"Montreal","Canada",0
"RT @MEK_Iran: (#NCRI)&amp;(#PMOI/#MEK #Iran), #coronavirus fatalities in 541 cities exceed 288,200. Tehran in crisis: As long as we don’t have…","en","Ontario, Canada",-0.5423,0.368,0.632,0,"neg",2021-05-16,"Ontario","Canada",-1
"RT @MEK_Iran: (#NCRI)&amp;(#PMOI/#MEK #Iran), #coronavirus 
Shiraz University Spokesperson said: “During the past 24 hours 27 coronavirus patie…","en","Ontario, Canada",0,0,1,0,"neu",2021-05-16,"Ontario","Canada",0
"@DonalynMcintyre @DanielDay_T @RebelNewsOnline Then stop. Over 86% of the deaths are over age 70. Old people die. G… https://t.co/HadbXLeomn","en","Canada",-0.875,0.769,0.231,0,"neg",2021-05-16,NA,"Canada",-1
"RT @business: #Coronavirus latest

-India reports record number of deaths
-President Biden to send U.S.-authorized vaccines abroad for firs…","en","Canada",-0.5574,0.241,0.679,0.08,"neg",2021-05-18,NA,"Canada",-1
"RT @HealthNS: Potential exposure to COVID-19 at various locations in all four Zones and one Air Canada flight. https://t.co/BRJNvOQgdi","en","Canada",0,0,1,0,"neu",2021-05-18,NA,"Canada",0
"You can now buy a rapid COVID-19 test at Shoppers Drug Mart locations in Ontario | CTV News - https://t.co/AR4WRtY1Po","en","Ontario, Canada",0,0,1,0,"neu",2021-05-18,"Ontario","Canada",0
"RT @andrewbostom: OSHA: “If you require your employees to be vaccinated as a condition of employment (i.e., for work-related reasons), then…","en","Canada",0,0,1,0,"neu",2021-05-19,NA,"Canada",0
"Starting tomorrow 12+ can book vaccine appointments!! 

https://t.co/jdwWIMU67M https://t.co/lpHFM0seP2","en","Brampton, Ontario, Canada",0,0,1,0,"neu",2021-05-19,"Brampton","Canada",0
"RT @ReutersScience: A top medical organization has thrown its weight behind calls to cancel the Tokyo Olympics saying hospitals are already…","en","Toronto, Canada",-0.0516,0.135,0.743,0.122,"neg",2021-05-19,"Toronto","Canada",-1
"Shawn Challner has felt nervous ever since his wife became one of a number of health-care workers in Nova Scotia re… https://t.co/mpZSKG6NOj","en","Maritime Provinces, Canada",0.5423,0,0.743,0.257,"pos",2021-05-20,"Maritime Provinces","Canada",1
"Ontario won't return to colour-coded system after Stay-at-Home order https://t.co/roKF2gPhbT","en","Canada",0,0,1,0,"neu",2021-05-20,NA,"Canada",0
"COVID-19: Can we mix and match vaccines? New study suggests it works | CTV News - https://t.co/rAt4sM72Gp","en","Ontario, Canada",0,0,1,0,"neu",2021-05-20,"Ontario","Canada",0
"@Alissa_Rs @CP24 You honestly think there’s no risk from either of these? 

All vaccines carry risks. 
As do all va… https://t.co/G6Dj3OfJCj","en","Canada",-0.4939,0.412,0.588,0,"neg",2021-05-21,NA,"Canada",-1
"RT @OSOTvoice: A recent Mayo Clinic study found that more than one-third of #COVID long-haulers involved in the study had trouble with basi…","en","Ontario, Canada",0,0,1,0,"neu",2021-05-21,"Ontario","Canada",0
"RT @AlexBerenson: 1/ The Canadians have lost their minds. Ontario has 14.7 million people. 1 in 11000 is hospitalized for #Covid. Cases are…","en","Ontario, Canada",-0.3182,0.247,0.753,0,"neg",2021-05-21,"Ontario","Canada",-1
"RT @sunlorrie: Daily new confirmed COVID-19 cases per million population remains higher in Canada (86.24) than U.S. (59.75) as of May 22. G…","en","Ontario, Canada",0,0,1,0,"neu",2021-05-23,"Ontario","Canada",0
"RT @EricTopol: Preserved effectiveness of vaccines vs B.1.617.2 variant with new data from &gt;1,000 sequenced samples. Only ~20% drop-off com…","en","Toronto, Canada",0,0.159,0.682,0.159,"neu",2021-05-23,"Toronto","Canada",0
"Covid 19 stress weight as of today 144.6 Lbs , am 5 ft 7 , enjoyed ma 36 g each😳GF Hamb bun , ate 2 burgers 🍔 sweat… https://t.co/XIOitLxgvT","en","Ontario, Canada",0.1027,0.165,0.647,0.188,"pos",2021-05-23,"Ontario","Canada",1
"RT @cnni: Previously overlooked Chinese data on extensive screening of animals for coronavirus around the time the pandemic erupted is amon…","en","Canada",0,0,1,0,"neu",2021-05-25,NA,"Canada",0
"Health officials in Newfoundland and Labrador are imposing the second-highest COVID-19 alert level over a larger sw… https://t.co/OTUTvc1VUm","en","Maritime Provinces, Canada",0.296,0,0.833,0.167,"pos",2021-05-25,"Maritime Provinces","Canada",1
"RT @ActionTime: The Ending of Languishing #PandemicLife: How To Transform Yourself From Languishing to Flourishing. Here's The Answers #Cov…","en","Beautiful Vancouver, Canada",0,0,1,0,"neu",2021-05-25,"Beautiful Vancouver","Canada",0
"RT @JarisSwidrovich: Come walk in to the @StoonTribalCncl vaccine clinic today! (Pfizer only)

Bring your health card, wear a short sleeved…","en","Saskatoon, Canada",0,0,1,0,"neu",2021-05-26,"Saskatoon","Canada",0
"Anyone born in 2009 or earlier who lives or works in Rutland can get their first COVID-19 shot at the clinic. https://t.co/wARgO4q7Rw","en","Kelowna, BC, Canada",0,0,1,0,"neu",2021-05-26,"Kelowna","Canada",0
"RT @KFLAPH: Participating pharmacies in #KFLA have AstraZeneca for those who received their first dose March 10 to 19, 2021. For availabili…","en","Kingston, Ontario, Canada",0,0,1,0,"neu",2021-05-26,"Kingston","Canada",0
"Biden orders U.S. intelligence to investigate COVID-19 origin https://t.co/EI2pERPa6M https://t.co/Mf790twy55","en","Canada",0,0,1,0,"neu",2021-05-27,NA,"Canada",0
"RT @newsmax: POLL: Nearly two-thirds believe Fauci's statements were swayed by politics https://t.co/goV1pgbxLD https://t.co/NmRPDrkQDP","en","Canada",0,0,1,0,"neu",2021-05-27,NA,"Canada",0
"RT @ShimonLevit: “Anyone who has ever walked into an Israeli hospital or clinic knows that they provide world-class health care to thousand…","en","Montreal, Canada",0.4939,0,0.789,0.211,"pos",2021-05-27,"Montreal","Canada",1
"RT @OttawaCitizen: The (very strong) case for COVID-19 leaking from a Chinese lab https://t.co/kUM0LEjDFR https://t.co/Ate8in1Yu6","en","Ontario, Canada",0.2263,0.247,0.412,0.34,"pos",2021-05-28,"Ontario","Canada",1
"RT @GovCanHealth: Getting vaccinated brings us one step closer to reuniting with our friends for backyard BBQs and dinner parties. Do your…","en","Canada",0.4939,0,0.775,0.225,"pos",2021-05-28,NA,"Canada",1
"COVID-19: 2 new deaths, 7-day average of new infections below 130 in Saskatchewan https://t.co/ii8af3wWbY","en","Canada",-0.5994,0.358,0.642,0,"neg",2021-05-28,NA,"Canada",-1
"As Canadians warm to the season and the prospect of some level of freedom from COVID-19 protocols, there’s an overa… https://t.co/dabFS9odio","en","Toronto, Canada",0.8074,0,0.42,0.58,"pos",2021-05-29,"Toronto","Canada",1
"Wow! @katieengelhart paints such a vivid picture re: social isolation and the impact of robotic pets during #COVID… https://t.co/PprJddV2EI","en","Canada",0.5859,0,0.678,0.322,"pos",2021-05-29,NA,"Canada",1
"“Even public-health experts normally critical of Mr. Ford have said more needs to be done to keep new variants of C… https://t.co/17PRqkzKOt","en","Ottawa, Canada",-0.2732,0.139,0.861,0,"neg",2021-05-29,"Ottawa","Canada",-1
"With millions of Covid-19 deaths this particularly seems like a waste of young persons life.

https://t.co/dbjSiiSA7Q","en","Winnipeg, Manitoba, Canada",-0.34,0.271,0.556,0.174,"neg",2021-05-30,"Winnipeg","Canada",-1
"RT @sunlorrie: Thus far in the pandemic, in Canada, we've learned the recommended intervals between the 1st &amp; 2nd COVID-19 doses by the vac…","en","Toronto, Canada",0.3612,0,0.815,0.185,"pos",2021-05-30,"Toronto","Canada",1
".@RobertKennedyJr @delbigtree ""This report is to provide #lawyers with a fully referenced framework, with links to… https://t.co/BfBcKyIgBz","en","Canada",0,0,1,0,"neu",2021-05-30,NA,"Canada",0
"RT @CP24: #BREAKING: Ontario reports 699 new COVID-19 cases and 9 more deaths; lowest case count Oct.
https://t.co/of0zee1VH9","en","Ontario, Canada",-0.7579,0.448,0.552,0,"neg",2021-06-01,"Ontario","Canada",-1
"RT @YoniFreedhoff: Freedom of information request explores the lies told to us over and over again by government and health officials, both…","en","Toronto, Ontario, Canada",0.6369,0,0.656,0.344,"pos",2021-06-01,"Toronto","Canada",1
"BREAKING:

https://t.co/TCOk88PT7H","en","Halifax, Nova Scotia, Canada",0,0,1,0,"neu",2021-06-01,"Halifax","Canada",0
"RT @Bret_Sears: Pfizer-BioNTech, Moderna, Astra-Zeneca, Johnson &amp; Johnson, and any other COVID-19 injection product manufacturers need to b…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-02,"Ontario","Canada",0
"RT @CTVWindsor: The Windsor-Detroit Tunnel Corporation has unanimously approved the closure of the Windsor side of the international tunnel…","en","Canada",0,0,1,0,"neu",2021-06-02,NA,"Canada",0
"RT @MelissaLMRogers: Vaccine so safe that Canada created a Vaccine Injury Program for those that have experienced serious and permanent inj…","en","Ontario, Canada",0.4404,0,0.775,0.225,"pos",2021-06-02,"Ontario","Canada",1
"RT @NewsBayshore: #ICYMI: 2 new COVID-19 cases reported in #Grey #Bruce Wednesday. 13 active cases, 8 people hospitalized.  Over 99,000 vac…","en","Toronto, Ontario, Canada",0,0,1,0,"neu",2021-06-03,"Toronto","Canada",0
"RT @globebusiness: Global LNG trade volumes rose to record in 2020, but growth slowed by COVID-19 pandemic: report https://t.co/IwyI8yquxP","en","Canada",0.3818,0,0.794,0.206,"pos",2021-06-03,NA,"Canada",1
"Global LNG trade volumes rose to record in 2020, but growth slowed by COVID-19 pandemic: report https://t.co/IwyI8yquxP","en","Canada",0.3818,0,0.794,0.206,"pos",2021-06-03,NA,"Canada",1
"RT @danharris: Let’s face it people, the China vaccines were created solely for propaganda purposes, NOT to save lives or to ameliorate suf…","en","Canada",0.296,0.123,0.679,0.198,"pos",2021-06-05,NA,"Canada",1
"Thanks for having me on your show yesterday ⁦⁦@michelle_eliot⁩ ! Much discussion to be had about 2nd doses for thos… https://t.co/iE7fbeGqvm","en","British Columbia, Canada",0.3612,0,0.737,0.263,"pos",2021-06-05,"British Columbia","Canada",1
"RT @Greg_Tolan: Port Colborne, Ontario in June of 2021. Canada continues to embarrass itself with its Covid-19 insanity. https://t.co/a8X6l…","en","Canada",-0.296,0.216,0.784,0,"neg",2021-06-05,NA,"Canada",-1
"RT @YoniFreedhoff: #Ontario, website is live to book your second shot if over 70 or first shot before April 18th https://t.co/PEIb33s0vp","en","Ottawa, Ontario, Canada",0,0,1,0,"neu",2021-06-07,"Ottawa","Canada",0
"I found it all moving. The empathy and the appreciation for the empathy and the way a really small gesture of kindn… https://t.co/PrhfGtmw03","en","Ottawa, Canada",0,0,1,0,"neu",2021-06-07,"Ottawa","Canada",0
"RT @FrontBurnerCBC: “We know and we can see the tragedy that is unfolding. And yet people choose, even in dire situations, not to believe.”…","en","Waterloo, Ontario, Canada",-0.4588,0.231,0.769,0,"neg",2021-06-07,"Waterloo","Canada",-1
"RT @cityofwinnipeg: Reminder: Gatherings with anyone outside your household are not allowed in our parks, open spaces, playgrounds, and spr…","en","Winnipeg, Manitoba, Canada",0.2263,0,0.84,0.16,"pos",2021-06-08,"Winnipeg","Canada",1
"RT @The_Truth_II: If we let them take us ten steps back on #june21 then there should be mass uprising #covid #LockDown","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 @fordnation @celliottability @epdevilla @pattyhajdu Michigan Gove… https://t.co/8ug1HPvHdX","en","Whitby, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Whitby","Canada",0
"RT @dominiccarney: Short-term health-related quality of life, physical function and psychological consequences of severe COVID-19 | Annals…","en","Alberta, Canada",0,0,1,0,"neu",2021-06-09,"Alberta","Canada",0
"RT @DShepYEG: Min. Shandro said COVID-19 has made it more difficult to find staff. 

But the severity of that impact, particularly the 3rd…","en","Alberta, Canada",-0.3612,0.185,0.815,0,"neg",2021-06-09,"Alberta","Canada",-1
"RT @BetaKit: “As our global competitors emerge from the COVID-19 crisis, they will be working in overdrive to attract investment and spur e…","en","Toronto, Canada",0.3612,0,0.783,0.217,"pos",2021-06-09,"Toronto","Canada",1
"RT @PooyaKazemi1983: The #Ontario #Covid_19 re-opening plan is ""excessively slow"" and ""overly cautious"" 

I agree 100%

Listen to this amaz…","en","Calgary, Canada",0,0,1,0,"neu",2021-06-11,"Calgary","Canada",0
