"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"May/07/2020 #PUBLICHEALTH NEWSLETTER IS OUT! We've launched our COVID-19 resources page &amp; other resources and oppor… https://t.co/7seTh9Y67W","en","Canada",0,0,1,0,"neu",2020-05-07,NA,"Canada",0
"RT @tleehumphrey: This didn’t age well, nor has much of what Tam, Hajdu &amp; Trudeau told Canadians to do in March and early April. #Covid_19","en","Canada",0.2732,0,0.826,0.174,"pos",2020-05-08,NA,"Canada",1
"@Sayanpaul09 2/2 For the most up-to-date information on COVID-19 and IRCC, please consult: https://t.co/jbeaJwdxqY.… https://t.co/8TdGri0rhT","en","Canada",0,0,1,0,"neu",2020-05-08,NA,"Canada",0
"RT @Puglaas: Pleased to speak to the Special Committee on the #COVID-19 Pandemic today in the House of Commons.

See my full remarks on our…","en","Canada",0.4019,0,0.787,0.213,"pos",2020-05-08,NA,"Canada",1
"War of words over actual war? US BLOCKS UN resolution on global Covid-19 ceasefire over its support for WHO https://t.co/MS3qQUaVZs #un","en","Canada",-0.8402,0.525,0.343,0.132,"neg",2020-05-09,NA,"Canada",-1
"RT @CTVAtlantic: NEW: New Brunswick loosens COVID-19 restrictions a second time. @LauraBrownCTV is covering the news conference in Frederic…","en","New Brunswick, Canada",-0.3818,0.191,0.809,0,"neg",2020-05-09,"New Brunswick","Canada",-1
"Ontario's top doctor 'perplexed' community spread responsible for over half of new COVID-19 cases | CBC News https://t.co/FqP6jshYFw","en","Canada",0.2023,0,0.87,0.13,"pos",2020-05-09,NA,"Canada",1
"RT @greg_price11: The media does with Andrew Cuomo the same shit they did when President Obama was in the White House. Since both are very…","en","Ontario, Canada",-0.5574,0.31,0.69,0,"neg",2020-05-10,"Ontario","Canada",-1
"RT @CBCTheNational: Another Cargill facility, in High River, Alta., shut down last month after hundreds of infections were linked to the pl…","en","Canada",0,0,1,0,"neu",2020-05-10,NA,"Canada",0
"""Cargill meat-processing plant south of Montreal says 64 workers infected with COVID-19"" https://t.co/cZzbb8POFn… https://t.co/MD5BUosDiQ","en","British Columbia, Canada",0,0,1,0,"neu",2020-05-10,"British Columbia","Canada",0
"World-first COVID-19 dialysis treatment comes from Canadian research team, doctors say
https://t.co/YtVV5ZMahL","en","Canada",0,0,1,0,"neu",2020-05-11,NA,"Canada",0
"I don't mean to be unkind, however, I hope self isolating @SenAlexander tests positive for COVID-19. I hope he does… https://t.co/W9CnWi996g","en","Windsor, Ontario, Canada",0.4939,0.169,0.455,0.377,"pos",2020-05-11,"Windsor","Canada",1
"RT @peigreencaucus: As COVID-19 restrictions ease, some face tough choice of putting food on table or protecting family's health. Question…","en","Prince Edward Island, Canada",-0.128,0.246,0.599,0.156,"neg",2020-05-11,"Prince Edward Island","Canada",-1
"RT @DrJacobsRad: We are 134,351 CT scans and MRIs behind in Ontario. It is a mind boggling number and will take over a year to catch up.

T…","en","Canada",0.0772,0,0.885,0.115,"pos",2020-05-12,NA,"Canada",1
"Our Club has pledged $50,000 to help combat the COVID-19 pandemic on PEI.

Read more: https://t.co/S9qJX9FE8v https://t.co/71tngo3RsN","en","Charlottetown, PEI, Canada",0.0772,0.216,0.541,0.243,"pos",2020-05-12,"Charlottetown","Canada",1
"💲📣
#Catalyst Grants initiative: 14 new #AI research projects launched to address #COVID19.

#NSERC is pleased to pa… https://t.co/eAqCFeAj9L","en","Canada",0.3612,0,0.762,0.238,"pos",2020-05-12,NA,"Canada",1
"Russians boasted a lot on TV...
 https://t.co/EkLG3hrxhv","en","Canada",0,0,1,0,"neu",2020-05-13,NA,"Canada",0
"RT @charlesadler: #Trudeau among most popular leaders on the planet, 2nd highest bump since #Covid19 Most #Cdns not surprised. Far right ca…","en","Ontario, Canada",0.4215,0,0.797,0.203,"pos",2020-05-13,"Ontario","Canada",1
"Federal funding for large companies related to COVID-19 requires companies to show they are “thinking about the cha… https://t.co/pADTeAJRr0","en","Ottawa, ON, Canada",0,0,1,0,"neu",2020-05-13,"Ottawa","Canada",0
"Shopping for Food During the COVID-19 Pandemic - Information for Consumers https://t.co/CcuvWPHgFo","en","Nova Scotia, Canada",0,0,1,0,"neu",2020-05-14,"Nova Scotia","Canada",0
"RT @evidencenotfear: Regarding #COVIDー19 testing, @CeliaFarber's article back in April is worth a read:

The Corona Simulation Machine: Why…","en","Toronto, Canada",0.2263,0,0.826,0.174,"pos",2020-05-14,"Toronto","Canada",1
"In #Rajasthan, #India, 14 new COVID-19 deaths were reported in last 72 hours. Info provider: MoHFW, #GOI.","en","Canada",-0.5994,0.328,0.672,0,"neg",2020-05-14,NA,"Canada",-1
"RT @gmarie55: Increased foreign threat to COVID-19 research prompts extraordinary warning from Canada's spy agencies | CBC News https://t.c…","en","Ontario, Canada",-0.5859,0.304,0.696,0,"neg",2020-05-15,"Ontario","Canada",-1
"RT @DrKaliBarrett: Where was this article when I was in med school? This is one for the teaching files. 
 Interpreting a covid-19 test resu…","en","Ontario, Canada",0,0,1,0,"neu",2020-05-15,"Ontario","Canada",0
"RT @AlecMacGillis: ""The day before I got sick, I ran 3 miles, walked 10 more, then raced up the stairs to my 5th-floor apartment as always.…","en","Nova Scotia, Canada",-0.5106,0.231,0.769,0,"neg",2020-05-15,"Nova Scotia","Canada",-1
"RT @GovCanHealth: Parenting during #COVID19 can have its own unique challenges. Find resources for parents and kids, fun activities and #me…","en","Ottawa, Canada",0.5106,0,0.708,0.292,"pos",2020-05-16,"Ottawa","Canada",1
"RT @cbcnewsbc: COVID-19 outbreak at Abbotsford hospital worries nurses union 

https://t.co/xm9OUBZp2V","en","Canada",0,0,1,0,"neu",2020-05-16,NA,"Canada",0
"RT @trvrb: A resident of rural Snohomish County, ""Jean"" had COVID-like symptoms in late Dec 2019 and has subsequently tested positive in a…","en","Toronto, Canada",0.3612,0,0.828,0.172,"pos",2020-05-16,"Toronto","Canada",1
"RT @Obaji_007: Even if we remain only 30 people on earth 🌍 after this Covid 19 .... That game ⚽️ between Bayern Munich And Chelsea must go…","en","Ontario, Canada",0,0,1,0,"neu",2020-05-17,"Ontario","Canada",0
"RT @WomenandSportCA: As sport organizations respond to the COVID-19 crisis, they must not backtrack on steps taken toward gender equity.  U…","en","London, Ontario, Canada",0,0,1,0,"neu",2020-05-17,"London","Canada",0
"For Emergency Food/Meal Programs currently available in Kingston &amp; Frontenac, please refer to the City of Kingston… https://t.co/cByD4cZuZI","en","Kingston, Ontario, Canada",0,0,1,0,"neu",2020-05-17,"Kingston","Canada",0
"RT @DowlatNowrouzi: In a letter to @UNHumanRights, @MBachelet 9 Nobel laureates warned that the arrest of two #Iran'ian students, Amir Hoss…","en","Ontario, Canada",-0.4215,0.322,0.678,0,"neg",2020-05-18,"Ontario","Canada",-1
"RT @QuickTake: ""We push each other.”

76-year-old gym teacher Irma Mogilevsky is leading aerobics classes from her apartment’s courtyard in…","en","H/\LIF/\X, Nova Scotia, Canada",0,0,1,0,"neu",2020-05-18,"H/\LIF/\X","Canada",0
"RT @picardonhealth: A week after re-opening schools, France sees flare-up of #COVID19 cases related to children  https://t.co/qoa3EbaqWI vi…","en","Toronto, Canada",0,0,1,0,"neu",2020-05-18,"Toronto","Canada",0
"COVID-19 on P.E.I.: What's happening Tuesday, May 19 https://t.co/WQy3S86MB3 #pei","en","Maritime Provinces, Canada",0,0,1,0,"neu",2020-05-19,"Maritime Provinces","Canada",0
"RT @sunlorrie: Unbelievable: China's dictators lied, the WHO accepted their lies without independent verification &amp; the 1 chance to stop CO…","en","Waterloo Region, Canada",0.1027,0.149,0.676,0.176,"pos",2020-05-19,"Waterloo Region","Canada",1
"RT @realTuckFrumper: Florida removes data scientist who refused to manipulate COVID-19 numbers to support reopening https://t.co/ZvZdrYLQLn","en","H/\LIF/\X, Nova Scotia, Canada",0.4588,0,0.667,0.333,"pos",2020-05-19,"H/\LIF/\X","Canada",1
"RT @asiimireritah: Buying products from Kikuubo without physically moving to kikuubo 😀   #kikuubOOnline

'Ekiriwo ku #Covid_19 ' on @Startv…","en","Canada",0,0,1,0,"neu",2020-05-20,NA,"Canada",0
"RT @SpyTalker: Message: Don’t be as crazy as Trump and even think about taking #Hydroxychloroquine for covid-19. It could kill you.","en","Canada",-0.6908,0.37,0.63,0,"neg",2020-05-20,NA,"Canada",-1
"RT @NickDixonITV: Hottest day of the year forecast - temps up to 28c 🌞 Brighton beach has been very busy in the sunshine and social distanc…","en","Victoria, BC, Canada",0,0,1,0,"neu",2020-05-20,"Victoria","Canada",0
"Quebec day camps are scheduled to re-open June 22, with children in smaller groups, under physical distancing rules… https://t.co/Hl4TKn824z","en","Canada",0,0,1,0,"neu",2020-05-22,NA,"Canada",0
"RT @Fisher_Int: We’re proud to highlight the efforts of the pulp and paper industry in the fight against #COVID19, including @IntlPaperCo a…","en","Ottawa, Canada",0.4404,0.198,0.382,0.42,"pos",2020-05-22,"Ottawa","Canada",1
"Ontario fails to meet its own COVID-19 testing target for 4th straight day, Ford pledges more random testing

Has p… https://t.co/Cn3ZXV7euH","en","Toronto, Ontario, Canada",-0.3818,0.213,0.671,0.116,"neg",2020-05-22,"Toronto","Canada",-1
"RT @NotATweeter16: @atrupar The video reminds me of Jason Hargrove—the bus driver who posted a video about being scared of contracting COVI…","en","Canada",-0.4939,0.242,0.758,0,"neg",2020-05-23,NA,"Canada",-1
"RT @CityBrampton: ✔️ Do take time for self care this weekend. This is our 10th week since closing City facilities in response to COVID-19,…","en","Ontario, Canada",0.4939,0,0.789,0.211,"pos",2020-05-23,"Ontario","Canada",1
"@PeterSinclair77 You do realize that his wife had Covid-19 hence his self isolation (with his kids) while she recov… https://t.co/JKGYST3cwl","en","Canada",0,0,1,0,"neu",2020-05-23,NA,"Canada",0
"UNEP:
""The most fundamental way to protect ourselves from coronaviruses is to prevent destruction of nature, which… https://t.co/0MKczVA0Uy","en","Mississauga, Ontario, Canada",-0.1779,0.281,0.413,0.306,"neg",2020-05-24,"Mississauga","Canada",-1
"'“Now is the beginning of the end and time is really running out in Hong Kong, and that’s the reason for us, even u… https://t.co/PJVukJWlE6","en","Canada",0,0,1,0,"neu",2020-05-24,NA,"Canada",0
"RT @audiomagnate: @AlexandraChalup @KLoeffler @realDonaldTrump @JoeBiden Not three months, EIGHTEEN DAYS! She was appointed by her sideride…","en","Canada",0,0,1,0,"neu",2020-05-24,NA,"Canada",0
"RT @AbbieYoukilis: Do you know if this murderous threat is legal @fred_guttenberg?   https://t.co/bVr4IJh4Hw via @enquirer","en","British Columbia, Canada",-0.8225,0.698,0.172,0.129,"neg",2020-05-25,"British Columbia","Canada",-1
"RT @ncceh: How do you properly clean and disinfect household surfaces? New NCCEH guidance document https://t.co/Qi4PnTzsUe","en","Vancouver, BC, Canada",0.4019,0,0.748,0.252,"pos",2020-05-25,"Vancouver","Canada",1
"Does anyone know the long term effects of COVID 19?  

Children have mild course of hepatitis B virus (HBV), then d… https://t.co/ngvgpwolaV","en","Guelph, Ontario, Canada",0,0,1,0,"neu",2020-05-25,"Guelph","Canada",0
"RT @cityofsaskatoon: The City wants to warn residents about an online COVID-19 study that appears to be administered by City Hall. This is…","en","Saskatoon, SK, Canada",-0.0258,0.12,0.769,0.111,"neg",2020-05-26,"Saskatoon","Canada",-1
"RT @RachelNotley: The decision to suspend environmental monitoring during the COVID-19 pandemic was Jason Kenney’s.

Watch as Dr. Deena Hin…","en","Vernon, BC, Canada",-0.3182,0.173,0.827,0,"neg",2020-05-26,"Vernon","Canada",-1
"RT @bc_disability: Government set up the COVID-19 Disability Advisory Group  #NothingAboutUsWithoutUS a council on disabled people of the n…","en","Canada",0,0,1,0,"neu",2020-05-26,NA,"Canada",0
"RT @JohnGVibes: At least 11 local news stations in the United States were caught airing the same scripted segment about Amazon, and their r…","en","Canada",0.1779,0,0.855,0.145,"pos",2020-05-27,NA,"Canada",1
"RT @WernerT_Man: @a_rosenfelder @fneuhann @ZDFberlin @DFTBubbles @apsmunro @Damian_Roland @tagblatt_ch @AlJazeera A study led by virologist…","en","Canada",0,0,1,0,"neu",2020-05-27,NA,"Canada",0
"WATCH LIVE @ 11 A.M.
Manitoba's premier announces COVID-19 measures: https://t.co/KIDAYf65hu https://t.co/Ih6NaaiNcj","en","Winnipeg, Manitoba, Canada",0,0,1,0,"neu",2020-05-27,"Winnipeg","Canada",0
"@MonicaFibonacci @cricketslippers @TheBlueGem3 I definitely do NOT trust the current Federal Govt's handling (or no… https://t.co/CMJGaIglVW","en","Canada",0.5106,0,0.602,0.398,"pos",2020-05-28,NA,"Canada",1
"RT @PaulMitchellPPC: Warning labels on tweets? Tweets don’t comply with the official government approved narrative?😂

If this happens, I wo…","en","Canada",-0.1027,0.123,0.877,0,"neg",2020-05-28,NA,"Canada",-1
"RT @thehill: JUST IN: McConnell: Next coronavirus bill will be final COVID-19 package https://t.co/LBcc8n0FLx https://t.co/viXvOwznJ9","en","Nova Scotia, Canada",0,0,1,0,"neu",2020-05-29,"Nova Scotia","Canada",0
"RT @robshirkey: BREAKING: Reclusive #coronavirus breaks silence, grants first interview.

Virus' message to people wearing masks: ""WHAT ABO…","en","Richmond Hill, Ontario, Canada",0.3612,0,0.828,0.172,"pos",2020-05-29,"Richmond Hill","Canada",1
"RT @Jamie_Seabrook1: Excited to be part of this important research examining the social &amp; economic impacts of #Covid_19 on retail food outl…","en","Ontario, Canada",0,0,1,0,"neu",2020-05-29,"Ontario","Canada",0
"RT @sean_gra: Nearly 60% of the money the @Alberta_UCP is claiming to have spent on addressing #COVID19 went to a risky pipeline. 

This pi…","en","Canada",0,0,1,0,"neu",2020-05-30,NA,"Canada",0
"RT @Sassychickie: Covid 19, Murder Hornets, Tiger King, Mandatory muzzles, Murder, Racism, Riots, Fires, looting, Biden, etc..etc..

 Can w…","en","Canada",-0.9661,0.661,0.339,0,"neg",2020-05-30,NA,"Canada",-1
"RT @EdwardTHardy: 40% of Republicans believe that COVID-19 is deadlier than the flu 

50% of the Republicans believes the death count is ov…","en","British Columbia, Canada",-0.7579,0.448,0.552,0,"neg",2020-05-30,"British Columbia","Canada",-1
"Another @BTS_twt concert I’m missing because of Covid-19...","en","Québec, Canada",-0.1531,0.348,0.652,0,"neg",2020-05-31,"Québec","Canada",-1
"SKINCEUTICALS CANADA: Last Day for Free Shipping w/ ANY Order | Canadian Deals, in Response to Coronavirus (COVID-1… https://t.co/ypw69oA3jl","en","Canada",0.5106,0,0.769,0.231,"pos",2020-05-31,NA,"Canada",1
"RT @NEWSTALK1010: Starting Monday, ON residents will have to pay fixed electricity price higher than off-peak hydro rate.  Gov't has introd…","en","Ontario, Canada",-0.1027,0.104,0.896,0,"neg",2020-05-31,"Ontario","Canada",-1
"RT @trtworld: India confirms 5,394 new cases of Covid-19, now the seventh worst-hit country. Other key updates:

🇦🇲  Armenian PM tests posi…","en","Canada",-0.6249,0.227,0.773,0,"neg",2020-06-01,NA,"Canada",-1
"RT @CBCPEI: COVID-19 on P.E.I.: What's happening Monday, June 1 https://t.co/fvfJOjH0q2 #pei https://t.co/TQQEsZt6yg","en","Prince Edward Island, Canada",0,0,1,0,"neu",2020-06-01,"Prince Edward Island","Canada",0
"This week, we are joining @BSDCan online. Due to COVID-19 safety measures we will be joining our friends in the com… https://t.co/z2I0ZbTjfd","en","Hamilton, Ontario, Canada",0.765,0,0.479,0.521,"pos",2020-06-03,"Hamilton","Canada",1
"RT @McGill_VPRI: #McGill Professor @RahimiSamira implementing #AI tech to predict and monitor #COVID19 in long-term care residences https:/…","en","Montréal, Québec, Canada",0.4939,0,0.738,0.262,"pos",2020-06-03,"Montréal","Canada",1
"RT @CTVNews: Hydroxychloroquine not effective in preventing COVID-19 in people exposed to virus, new Canadian-led study finds https://t.co/…","en","Canada",0.0258,0,0.909,0.091,"pos",2020-06-03,NA,"Canada",1
"Boris Johnson could be forced to isolate after meeting minister now suspected of having coronavirus - ITV News https://t.co/Ex9kf90BSB","en","Canada",-0.296,0.18,0.82,0,"neg",2020-06-04,NA,"Canada",-1
"HALF THE FREE WORLD WANTS TO QUESTIONS BILL GATES ABOUT ALL HIS INVOLVEMENT, YET HERE IN NORTH AMERICA THEY TREAT H… https://t.co/qqZMZogUyw","en","British Columbia, Canada",0.743,0,0.552,0.448,"pos",2020-06-04,"British Columbia","Canada",1
"NEW: Check out our #COVID19 coding direction for #dialysis patients for the Canadian Organ Replacement Register.… https://t.co/1ZNfAksThP","en","Canada",0,0,1,0,"neu",2020-06-04,NA,"Canada",0
"RT @AlexandraErin: This thing where New York is suspending habeas corpus is really THE WHOLE THING in a nutshell. 

Law says the government…","en","Canada",-0.3182,0.161,0.839,0,"neg",2020-06-05,NA,"Canada",-1
"Covid 19 killed lip reading","en","ON, Canada",-0.6908,0.61,0.39,0,"neg",2020-06-05,"ON","Canada",-1
"RT @Shakilwrites: COVID-19 rates highest in poor, racialized communities. Toronto doctors take testing to the people in effort to contain p…","en","Ontario, Canada",-0.4767,0.205,0.795,0,"neg",2020-06-05,"Ontario","Canada",-1
"'Really scary': experts fear protests and police risk accelerating Covid-19 spread https://t.co/1qzpIjezy4","en","Toronto, Canada",-0.743,0.51,0.49,0,"neg",2020-06-06,"Toronto","Canada",-1
"Via @PerilOfAfrica Covid-19 measures slow down peace-building in South Sudan: South Sudan, with limited healthcare… https://t.co/NW2Wg2QUdW","en","Moncton, Canada",0,0,1,0,"neu",2020-06-06,"Moncton","Canada",0
"Chronicling Covid-19 (18), Pause https://t.co/u7jiMqnpDi","en","Canada",0,0,1,0,"neu",2020-06-06,NA,"Canada",0
"RT @girlsreallyrule: Hospitalizations in Arizona of patients with suspected and confirmed COVID-19 have hit a new record and the state's la…","en","British Columbia, Canada",-0.296,0.18,0.82,0,"neg",2020-06-07,"British Columbia","Canada",-1
"RT @Steven_Penney: Study estimating that phone tracking for Covid-19 in South Korea will save 13,000 lives and reduce economic costs of loc…","en","Toronto, Canada",0.4939,0,0.789,0.211,"pos",2020-06-07,"Toronto","Canada",1
"RT @TorontoStar: NEW: The Canadian Armed Forces will be deployed to help with the COVID-19 response at Woodbridge Vista Care Community wher…","en","Canada",0.7096,0,0.651,0.349,"pos",2020-06-07,NA,"Canada",1
"COVID-19: WHO warns the pandemic is still worsening globally #Coronavirus https://t.co/r6E1to1nFW","en","Canada",-0.5719,0.54,0.46,0,"neg",2020-06-08,NA,"Canada",-1
"RT @CityClimateAct: Thank you to everyone who joined us for the last Online Youth Workshop (for the time being) on May 28, and an incredibl…","en","Ontario, Canada",0.5719,0,0.63,0.37,"pos",2020-06-08,"Ontario","Canada",1
"Research conducted by Angus Reid for PayPal in early April found nearly one-third (30%) of Canadians are now shoppi… https://t.co/FlJHJrdtV1","en","Toronto, Canada",0,0,1,0,"neu",2020-06-08,"Toronto","Canada",0
"Universal bringing 'You Should Have Left' horror film with Kevin Bacon and Amanda Seyfried straight to digital next… https://t.co/R9Q5KJKIsB","en","Canada",-0.4215,0.237,0.641,0.122,"neg",2020-06-09,NA,"Canada",-1
"RT @HeshmatAlavi: Good news!

Rest assured #Iran's regime is watching this very closely, knowing the U.S economy recovering after COVID-19…","en","Canada",0.4404,0,0.775,0.225,"pos",2020-06-09,NA,"Canada",1
"RT @HeshmatAlavi: Health Authorities Issue Contradictory Remarks on #Iran’s COVID-19 Outbreak
#coronavirus
https://t.co/DVPuZPpYE4","en","Canada",0,0,1,0,"neu",2020-06-09,NA,"Canada",0
"Relaxing the 30-day limit for prescription drugs. Pharmacists have been working hard to manage drug supplies and ma… https://t.co/bwwHyUMWkw","en","Alberta, Canada",0.3612,0.105,0.677,0.218,"pos",2020-06-10,"Alberta","Canada",1
"How COVID-19  Affected Email Benchmarks in 19 Industries 👹 [new Spring 2020 data] https://t.co/SG2G70KktQ https://t.co/D2NqIkkhot","en","Toronto, Canada",0,0,1,0,"neu",2020-06-10,"Toronto","Canada",0
"RT @CP24: #BREAKING: Education Minister Stephen Lecce has been tested for COVID-19 after learning that he had come in contact with someone…","en","Ontario, Canada",0,0,1,0,"neu",2020-06-10,"Ontario","Canada",0
"7. ""Federalism and the COVID-19 crisis: Perspectives for Brazil""
By:  Ana Carolina Lorena and Eduardo Henrique Corr… https://t.co/1bux1KiTjK","en","Ottawa, Canada",0,0,1,0,"neu",2020-06-11,"Ottawa","Canada",0
"The European Commission is seeking a mandate from EU governments to buy in advance from pharmaceutical firms up to… https://t.co/kZe0Y0EblX","en","Canada",0,0,1,0,"neu",2020-06-11,NA,"Canada",0
".@FoodShareTO and @BCCFarm take up the challenge of getting healthy food to the racialized and vulnerable in Toront… https://t.co/zYrFe5ULTc","en","1 Yonge St., Toronto, Canada",0,0,1,0,"neu",2020-06-11,"1 Yonge St.","Canada",0
"RT @USEmbassyLLW: This afternoon, Ambassador Scott handed over personal protective equipment (PPE) and humanitarian assistance items worth…","en","Toronto,Canada",0.7717,0,0.539,0.461,"pos",2020-06-12,"Toronto","Canada",1
"RT @1310NEWS: Two more Peter D. Clark employees test positive for #COVID-19.

https://t.co/wL83b6bono

#ottnews","en","Ottawa, Canada",0,0,1,0,"neu",2020-06-12,"Ottawa","Canada",0
"RT @CFIB: Some good advice from @RBC. CFIB is grateful for their support for an expanded CEBA program: Canada must help small business stay…","en","Alberta, Canada",0.8074,0,0.57,0.43,"pos",2020-06-12,"Alberta","Canada",1
"Couldn't make it to our recent COVID-19 retail webinar? The full recording is now available to watch on our website… https://t.co/UQ7dAZme0z","en","Toronto, Canada",0,0,1,0,"neu",2020-06-13,"Toronto","Canada",0
"RT @MLHealthUnit: First thing to remember is that #COVID19 is still in our community. If you’re interacting with people outside of your imm…","en","Canada",0,0,1,0,"neu",2020-06-13,NA,"Canada",0
"RT @PhilipThalis: Inclusionary zoning to allow at least a minimum of affordable housing across Sydney -why is this so hard @GladysB, given…","en","New Brunswick, Canada",0.128,0.114,0.732,0.154,"pos",2020-06-13,"New Brunswick","Canada",1
"@brinxee @globalnews Yes bcze Covid-19 is only contagious at Trump rallies but ur ok if protesting or burning properties BS","en","Ontario, Canada",0.0516,0.152,0.682,0.167,"pos",2020-06-14,"Ontario","Canada",1
"Practicing social distancing is difficult for everyone.  We feel your pain!  Fortunately, we have 7 fun and creativ… https://t.co/oEn4Nznk1q","en","Canada",-0.3612,0.36,0.435,0.205,"neg",2020-06-14,NA,"Canada",-1
"RT @meaghang: Our McLean/Falls Church/Vienna @MomsDemand donated 4 carloads of food &amp; hundreds of dollars worth of grocery store gift cards…","en","British Columbia, Canada",0.5859,0,0.714,0.286,"pos",2020-06-14,"British Columbia","Canada",1
"RT @regionofpeel: Missed the mobile COVID-19 testing centre in Mississauga the first time? Visit Meadowvale Community Centre on Friday, Jun…","en","Mississauga, Ontario, Canada",-0.1531,0.11,0.89,0,"neg",2020-06-15,"Mississauga","Canada",-1
"@AnsonSikkema @zeldacanuck @okotoksmatt Covid-19 doesn't know boundaries.

Covid-19 was threatening the cities, the… https://t.co/KeS7AlTzwx","en","Canada",-0.3818,0.342,0.658,0,"neg",2020-06-15,NA,"Canada",-1
"@WestJet ...of a cancelled vacation package were any different from those I have earned from years of my past WestJ… https://t.co/EilifrH6Cw","en","Edmonton, Alberta, Canada",-0.25,0.222,0.778,0,"neg",2020-06-15,"Edmonton","Canada",-1
"Landlords for first baseman Rowdy Tellez and coach Mark Budzinski say they’re owed thousands of dollars rent https://t.co/IByGxRdIb3","en","Canada",0,0,1,0,"neu",2020-06-17,NA,"Canada",0
"RT @TaxTipsCdn: Canada Emergency Response Benefit (CERB) Extended

CERB extended by 8 weeks, making it available to eligible workers for up…","en","Toronto, Ontario, Canada",0.6597,0,0.61,0.39,"pos",2020-06-17,"Toronto","Canada",1
"RT @garethicke: Raff Ciccone is clearly another Gates fluffer. This has always been the plan. 

New COVID-19 restrictions will be needed fo…","en","Canada",-0.3818,0.178,0.822,0,"neg",2020-06-17,NA,"Canada",-1
"@GovernorBullock @Masks We could have been the state that kicked covid-19, couldn't stand your ground for the citiz… https://t.co/KOgHTsMwjv","en","Canada",0,0,1,0,"neu",2020-06-19,NA,"Canada",0
"RT @CTVAtlantic: -543 tests
-0 new cases
-1 active case remains
More here:
https://t.co/asMcfPcGNU","en","Prince Edward Island, Canada",0,0,1,0,"neu",2020-06-19,"Prince Edward Island","Canada",0
"@cjohannsen81 1/3 Hi. The impacts of COVID-19 have had an effect on our operations and our ability to respond to an… https://t.co/xHX19ClNzm","en","Canada",0,0,1,0,"neu",2020-06-19,NA,"Canada",0
"Running on empty https://t.co/7DtNojmtC4","en","Canada",0,0,1,0,"neu",2020-06-20,NA,"Canada",0
"Thrombotic Storm, a focus on the relationship between heart conditions and #COVID-19 resulted in this week's Clinic… https://t.co/p5DO7Qb521","en","US, UK, Canada",0,0,1,0,"neu",2020-06-20,"US","Canada",0
"@realDonaldTrump @realDonaldTrump all the agitators, looters, and lowlifes are your people, of course you're going… https://t.co/vERz4grm5j","en","Canada",0,0,1,0,"neu",2020-06-20,NA,"Canada",0
"RT @KellzBellzzah: How in the world is one political party having a COVID-19 zoom convention Bc this supposed deadly virus and the other pa…","en","Québec, Canada",0,0,1,0,"neu",2020-08-20,"Québec","Canada",0
"RT @RealPeterLynne: This is...odd. Why are we being compared to US states instead of other provinces? We aren’t Americans, despite the effo…","en","Canada",-0.3182,0.247,0.753,0,"neg",2020-08-20,NA,"Canada",-1
"RT @drdavidsamadi: I watched a speech last night where Kamala Harris explicitly linked COVID-19 to race issues and police brutality.

We ne…","en","Ontario, Canada",-0.6249,0.24,0.76,0,"neg",2020-08-20,"Ontario","Canada",-1
"https://t.co/Jbx3TL9Kmd: Missing your fitness class during COVID-19? It's more than a physical attraction [… https://t.co/y8euZpHlBU","en","Thunder Bay, Ontario, Canada",0.5267,0.167,0.312,0.521,"pos",2020-08-21,"Thunder Bay","Canada",1
"RT @CFAdvocacynow: News flash @JustinTrudeau, there's no prorogation for #cysticfibrosis patients. They urgently need life-saving medicines…","en","Canada",0.6124,0,0.583,0.417,"pos",2020-08-21,NA,"Canada",1
"RT @DrPeterBagshaw: I'm a huge fan of exercise but for the 80% or so with cardiac damage from #Covid_19 it may do more harm than good.
From…","en","Toronto, Ontario, Canada",0.4588,0.233,0.267,0.5,"pos",2020-08-21,"Toronto","Canada",1
"@pkart14 @RangerSelect @GCSEHT @BRAVEorGRAVE_ @MeJustSaiyan @babyemoshoes @TokuScans @nakspowerangers… https://t.co/4U5GuS5W9W","en","Charlottetown PEI,Canada",0,0,1,0,"neu",2020-08-22,"Charlottetown PEI","Canada",0
"#StaySafe and enjoy #99DaysOfSummer by PopCanMedia on @PopCanRebel at https://t.co/YhyEdC6AAB Dedicated to #EssentialWorkers everywhere!","en","Canada",0.4939,0,0.484,0.516,"pos",2020-08-22,NA,"Canada",1
"@Independent Covid-19 touches all.","en","Ottawa, Canada",0,0,1,0,"neu",2020-08-22,"Ottawa","Canada",0
"RT @globeandmail: Foreign minister to tour Beirut aid efforts on first overseas trip since COVID-19 https://t.co/PQDlqG1BHA","en","Canada",0,0,1,0,"neu",2020-08-23,NA,"Canada",0
"RT @AustinGrabish: Manitoba is reporting 72 new cases of COVID-19 and a test positivity rate of 2.7 per cent. #cbcmb","en","British Columbia, Canada",0,0,1,0,"neu",2020-08-23,"British Columbia","Canada",0
"No more email after work? 20 paid vacation days? Amid COVID-19, Canadians are rethinking their work-life balance —… https://t.co/zXeigZZY1t","en","Toronto, Canada",0,0,1,0,"neu",2020-08-23,"Toronto","Canada",0
"@RakeshB22714408 1/2 With the ongoing travel and service disruptions related to COVID-19, IRCC has introduced speci… https://t.co/p3Zgfi6OdB","en","Canada",0,0,1,0,"neu",2020-08-24,NA,"Canada",0
